TANGGAL,FF_AVG,FF_X,RH_AVG,TAVG,RR,cluster,cluster_label
2024-03-23,1.45,2.33,84.0,23.5,1.7,1,Angin Tenang
2024-03-24,1.54,3.62,81.0,24.0,2.7,1,Angin Tenang
2024-03-25,1.11,2.56,88.0,22.9,6.4,1,Angin Tenang
2024-03-26,1.46,3.16,82.0,23.7,3.8,1,Angin Tenang
2024-03-27,1.31,2.28,90.0,22.4,48.9,0,Angin Ringan
2024-03-28,1.26,2.69,87.0,22.5,19.6,1,Angin Tenang
2024-03-29,1.32,2.33,87.0,22.5,15.1,1,Angin Tenang
2024-03-30,1.45,2.91,87.0,23.4,8.0,1,Angin Tenang
2024-03-31,1.31,2.11,80.0,24.1,0.5,1,Angin Tenang
2024-04-01,1.26,2.2,84.0,23.5,1.6,1,Angin Tenang
2024-04-02,1.19,2.69,86.0,23.6,9.6,1,Angin Tenang
2024-04-03,1.39,2.62,87.0,23.5,5.2,1,Angin Tenang
2024-04-04,1.31,2.93,87.0,23.1,9.2,1,Angin Tenang
2024-04-05,1.32,2.98,85.0,23.5,14.7,1,Angin Tenang
2024-04-06,1.29,2.12,84.0,23.6,0.6,1,Angin Tenang
2024-04-07,1.81,3.76,81.0,24.2,0.0,1,Angin Tenang
2024-04-08,1.51,3.67,84.0,23.8,0.1,1,Angin Tenang
2024-04-09,1.14,2.77,85.0,23.8,4.0,1,Angin Tenang
2024-04-10,1.24,2.36,87.0,23.0,34.3,1,Angin Tenang
2024-04-11,1.36,3.36,86.0,23.1,23.4,1,Angin Tenang
2024-04-12,1.38,2.55,89.0,22.6,10.0,1,Angin Tenang
2024-04-13,1.55,2.41,79.0,24.2,0.3,1,Angin Tenang
2024-04-14,1.11,2.65,87.0,23.1,14.1,1,Angin Tenang
2024-04-15,1.38,2.6,86.0,23.7,1.0,1,Angin Tenang
2024-04-16,1.45,3.51,89.0,23.2,4.4,1,Angin Tenang
2024-04-17,2.15,3.64,84.0,23.2,2.0,1,Angin Tenang
2024-04-18,2.15,3.13,84.0,23.4,2.0,1,Angin Tenang
2024-04-19,1.73,2.36,85.0,23.3,14.8,1,Angin Tenang
2024-04-20,1.24,2.42,86.0,23.3,11.5,1,Angin Tenang
2024-04-21,1.39,3.01,88.0,23.0,26.7,1,Angin Tenang
2024-04-22,1.43,2.1,85.0,23.3,12.3,1,Angin Tenang
2024-04-23,1.4,2.92,88.0,23.1,22.6,1,Angin Tenang
2024-04-24,1.59,2.96,85.0,23.5,7.9,1,Angin Tenang
2024-04-25,0.99,2.69,86.0,23.6,10.0,1,Angin Tenang
2024-04-26,1.22,2.96,86.0,23.7,15.7,1,Angin Tenang
2024-04-27,1.41,3.14,86.0,23.1,8.7,1,Angin Tenang
2024-04-28,1.62,3.45,82.0,23.6,0.9,1,Angin Tenang
2024-04-29,1.95,3.58,81.0,24.5,0.1,1,Angin Tenang
2024-04-30,1.57,2.83,85.0,24.1,4.7,1,Angin Tenang
2024-05-01,1.6,3.58,86.0,23.8,7.9,1,Angin Tenang
2024-05-02,1.94,3.55,83.0,24.0,1.1,1,Angin Tenang
2024-05-03,1.7,3.18,79.0,24.3,0.2,1,Angin Tenang
2024-05-04,1.83,3.22,82.0,23.4,0.1,1,Angin Tenang
2024-05-05,1.5,2.09,78.0,23.3,0.0,1,Angin Tenang
2024-05-06,1.81,2.83,78.0,23.4,0.0,1,Angin Tenang
2024-05-07,1.83,3.27,72.0,23.3,0.0,1,Angin Tenang
2024-05-08,1.37,3.1,81.0,23.1,1.0,1,Angin Tenang
2024-05-09,1.4,2.95,80.0,23.5,0.0,1,Angin Tenang
2024-05-10,1.54,2.26,81.0,24.0,0.0,1,Angin Tenang
2024-05-11,1.49,3.13,88.0,23.0,43.5,0,Angin Ringan
2024-05-12,1.33,2.42,85.0,23.4,12.1,1,Angin Tenang
2024-05-13,1.31,2.6,87.0,23.0,21.5,1,Angin Tenang
2024-05-14,1.0,4.0,88.0,26.6,31.5,0,Angin Ringan
2024-05-15,3.0,10.0,75.0,28.7,0.9,2,Angin Sedang
2024-05-16,2.0,7.0,86.0,26.8,0.8,2,Angin Sedang
2024-05-17,2.0,7.0,85.0,26.9,109.3,0,Angin Ringan
2024-05-18,3.0,11.0,83.0,27.2,8.7,2,Angin Sedang
2024-05-19,2.0,10.0,88.0,26.8,38.8,0,Angin Ringan
2024-05-20,1.0,5.0,83.0,27.4,32.7,0,Angin Ringan
2024-05-21,1.0,5.0,83.0,27.9,17.450000000000003,2,Angin Sedang
2024-05-22,2.0,8.0,81.0,28.2,2.2,2,Angin Sedang
2024-05-23,2.0,8.0,87.0,27.0,1.25,2,Angin Sedang
2024-05-24,3.0,11.0,89.0,26.2,0.3,2,Angin Sedang
2024-05-25,1.0,3.0,93.0,25.6,146.6,0,Angin Ringan
2024-05-26,1.0,6.0,84.0,27.6,2.5,2,Angin Sedang
2024-05-27,2.0,16.0,80.0,27.8,2.4,2,Angin Sedang
2024-05-28,1.0,6.0,81.0,28.3,2.3,2,Angin Sedang
2024-05-29,1.0,6.0,79.0,28.5,5.4,2,Angin Sedang
2024-05-30,1.0,3.0,80.0,27.8,8.5,1,Angin Tenang
2024-05-31,1.0,5.0,82.0,27.7,11.6,2,Angin Sedang
2024-06-01,1.0,4.0,89.0,26.4,0.2,1,Angin Tenang
2024-06-02,2.0,6.0,86.0,27.4,23.3,2,Angin Sedang
2024-06-03,1.0,5.0,91.0,26.3,9.8,2,Angin Sedang
2024-06-04,1.0,4.0,83.0,27.0,16.5,1,Angin Tenang
2024-06-05,1.0,3.0,79.0,27.7,0.8,1,Angin Tenang
2024-06-06,2.0,6.0,76.0,28.2,0.0,2,Angin Sedang
2024-06-07,2.0,5.0,77.0,27.5,0.0,2,Angin Sedang
2024-06-08,2.0,8.0,79.0,27.7,0.3333333333333333,2,Angin Sedang
2024-06-09,2.0,9.0,82.0,26.8,0.6666666666666666,2,Angin Sedang
2024-06-10,2.0,5.0,80.0,27.8,1.0,2,Angin Sedang
2024-06-11,1.0,4.0,87.0,26.3,18.8,1,Angin Tenang
2024-06-12,1.0,7.0,86.0,25.9,11.2,2,Angin Sedang
2024-06-13,1.0,3.0,84.0,27.4,32.5,0,Angin Ringan
2024-06-14,1.0,4.0,84.0,27.0,0.6,1,Angin Tenang
2024-06-15,2.0,8.0,83.0,27.5,35.0,0,Angin Ringan
2024-06-16,2.0,6.0,90.0,26.7,0.5,2,Angin Sedang
2024-06-17,2.0,8.0,83.0,27.6,24.0,2,Angin Sedang
2024-06-18,1.0,5.0,85.0,26.4,12.0,1,Angin Tenang
2024-06-19,2.0,7.0,78.0,27.6,0.0,2,Angin Sedang
2024-06-20,2.0,9.0,72.0,27.5,0.1999999999999999,2,Angin Sedang
2024-06-21,2.0,8.0,79.0,27.1,0.3999999999999999,2,Angin Sedang
2024-06-22,2.0,6.0,78.0,27.1,0.6,2,Angin Sedang
2024-06-23,2.0,10.0,72.0,27.4,0.0,2,Angin Sedang
2024-06-24,1.0,4.0,75.0,28.0,1.8666666666666665,2,Angin Sedang
2024-06-25,1.0,3.0,83.0,26.1,3.733333333333333,1,Angin Tenang
2024-06-26,1.0,4.0,78.0,27.6,5.6,1,Angin Tenang
2024-06-27,1.0,3.0,84.0,26.9,5.199999999999999,1,Angin Tenang
2024-06-28,1.0,4.0,84.0,27.2,4.8,1,Angin Tenang
2024-06-29,2.0,5.0,90.0,25.0,0.5,2,Angin Sedang
2024-06-30,1.0,6.0,81.0,27.4,38.2,0,Angin Ringan
2024-07-01,1.0,6.0,86.0,26.5,25.25,0,Angin Ringan
2024-07-02,2.0,7.0,86.0,26.4,12.3,2,Angin Sedang
2024-07-03,2.0,18.0,85.0,25.6,7.15,2,Angin Sedang
2024-07-04,1.0,5.0,89.0,25.2,2.0,1,Angin Tenang
2024-07-05,3.0,12.0,85.0,26.2,28.6,2,Angin Sedang
2024-07-06,2.0,9.0,94.0,23.4,3.4,2,Angin Sedang
2024-07-07,2.0,7.0,84.0,26.4,39.3,0,Angin Ringan
2024-07-08,2.0,11.0,82.0,26.5,42.85,0,Angin Ringan
2024-07-09,1.0,7.0,80.0,26.6,46.4,0,Angin Ringan
2024-07-10,2.0,9.0,82.0,26.2,0.0,2,Angin Sedang
2024-07-11,2.0,9.0,84.0,25.8,0.0,2,Angin Sedang
2024-07-12,2.0,7.0,73.0,26.7,2.0,2,Angin Sedang
2024-07-13,1.0,8.0,78.0,24.9,0.0,1,Angin Tenang
2024-07-14,1.0,4.0,77.0,25.2,0.0,1,Angin Tenang
2024-07-15,1.0,3.0,73.0,25.2,0.0,1,Angin Tenang
2024-07-16,2.0,7.0,76.0,25.8,0.0,2,Angin Sedang
2024-07-17,3.0,8.0,79.0,26.1,0.0,2,Angin Sedang
2024-07-18,2.0,12.0,80.0,26.7,0.2,2,Angin Sedang
2024-07-19,2.0,6.0,78.0,26.8,1.0,2,Angin Sedang
2024-07-20,2.0,5.0,77.0,26.7,0.0,2,Angin Sedang
2024-07-21,1.0,4.0,78.0,26.5,3.0,1,Angin Tenang
2024-07-22,3.0,6.0,76.0,26.8,0.0,2,Angin Sedang
2024-07-23,3.0,9.0,74.0,26.4,0.0,2,Angin Sedang
2024-07-24,3.0,10.0,74.0,26.1,0.0,2,Angin Sedang
2024-07-25,3.0,8.0,75.0,27.0,0.0,2,Angin Sedang
2024-07-26,2.0,8.0,77.0,27.1,0.2,2,Angin Sedang
2024-07-27,2.0,8.0,73.0,28.1,0.0,2,Angin Sedang
2024-07-28,1.0,4.0,75.0,27.1,0.0,1,Angin Tenang
2024-07-29,2.0,8.0,71.0,27.1,0.0,2,Angin Sedang
2024-07-30,1.0,4.0,74.0,27.3,0.0,1,Angin Tenang
2024-07-31,1.0,5.0,73.0,27.3,0.0,1,Angin Tenang
2024-08-01,2.0,7.0,85.0,25.9,0.0,2,Angin Sedang
2024-08-02,1.0,5.0,86.0,25.1,48.8,0,Angin Ringan
2024-08-03,2.0,6.0,86.0,26.0,38.0,0,Angin Ringan
2024-08-04,1.0,7.0,82.0,26.4,11.7,2,Angin Sedang
2024-08-05,3.0,11.0,79.0,26.4,0.0,2,Angin Sedang
2024-08-06,2.0,7.0,79.0,26.8,0.0,2,Angin Sedang
2024-08-07,3.0,9.0,78.0,26.4,0.0,2,Angin Sedang
2024-08-08,2.0,5.0,77.0,26.7,0.0,2,Angin Sedang
2024-08-09,3.0,12.0,76.0,27.4,0.0,2,Angin Sedang
2024-08-10,3.0,10.0,76.0,27.7,0.0,2,Angin Sedang
2024-08-11,3.0,12.0,76.0,27.7,0.2,2,Angin Sedang
2024-08-12,2.0,5.0,65.0,26.9,0.8,2,Angin Sedang
2024-08-13,1.0,6.0,71.0,26.7,0.0,1,Angin Tenang
2024-08-14,1.0,4.0,71.0,27.0,0.0,1,Angin Tenang
2024-08-15,2.0,8.0,75.0,27.1,0.0,2,Angin Sedang
2024-08-16,3.0,11.0,75.0,26.7,0.0,2,Angin Sedang
2024-08-17,2.0,8.0,83.0,25.3,0.2,2,Angin Sedang
2024-08-18,3.0,11.0,75.0,27.7,0.4,2,Angin Sedang
2024-08-19,3.0,9.0,83.0,25.4,0.0,2,Angin Sedang
2024-08-20,3.0,10.0,76.0,27.5,0.0,2,Angin Sedang
2024-08-21,3.0,7.0,76.0,27.7,0.0,2,Angin Sedang
2024-08-22,3.0,8.0,76.0,27.1,0.0,2,Angin Sedang
2024-08-23,2.0,7.0,83.0,27.0,1.0,2,Angin Sedang
2024-08-24,3.0,13.0,82.0,25.5,5.0,2,Angin Sedang
2024-08-25,3.0,10.0,74.0,26.8,13.2,2,Angin Sedang
2024-08-26,3.0,13.0,77.0,27.0,0.0,2,Angin Sedang
2024-08-27,3.0,10.0,78.0,27.0,0.0,2,Angin Sedang
2024-08-28,2.0,5.0,74.0,26.5,0.25,2,Angin Sedang
2024-08-29,2.0,7.0,78.0,27.0,0.5,2,Angin Sedang
2024-08-30,2.0,8.0,76.0,26.7,0.2,2,Angin Sedang
2024-08-31,3.0,9.0,75.0,27.0,2.9,2,Angin Sedang
2024-09-01,2.0,9.0,75.0,27.7,0.0,2,Angin Sedang
2024-09-02,2.0,5.0,79.0,27.5,0.0,2,Angin Sedang
2024-09-03,3.0,8.0,80.0,26.6,31.5,2,Angin Sedang
2024-09-04,3.0,8.0,71.0,27.6,0.0,2,Angin Sedang
2024-09-05,2.0,7.0,82.0,26.4,0.2,2,Angin Sedang
2024-09-06,2.0,8.0,76.0,27.4,10.7,2,Angin Sedang
2024-09-07,2.0,7.0,74.0,27.7,0.0,2,Angin Sedang
2024-09-08,3.0,12.0,75.0,27.8,0.0,2,Angin Sedang
2024-09-09,2.0,9.0,88.0,25.3,0.0,2,Angin Sedang
2024-09-10,3.0,7.0,89.0,25.1,44.4,0,Angin Ringan
2024-09-11,2.0,10.0,83.0,26.4,83.6,0,Angin Ringan
2024-09-12,3.0,10.0,83.0,26.1,0.0,2,Angin Sedang
2024-09-13,2.0,7.0,86.0,26.2,84.2,0,Angin Ringan
2024-09-14,2.0,5.0,78.0,26.7,0.2,2,Angin Sedang
2024-09-15,3.0,9.0,73.0,26.9,0.0,2,Angin Sedang
2024-09-16,3.0,7.0,75.0,26.5,0.0,2,Angin Sedang
2024-09-17,3.0,10.0,67.0,26.4,0.0,2,Angin Sedang
2024-09-18,4.0,7.0,70.0,26.4,0.0,2,Angin Sedang
2024-09-19,3.0,7.0,70.0,27.1,0.0,2,Angin Sedang
2024-09-20,2.0,5.0,73.0,27.2,0.0,2,Angin Sedang
2024-09-21,3.0,10.0,74.0,27.1,0.0,2,Angin Sedang
2024-09-22,2.0,7.0,76.0,28.2,0.0,2,Angin Sedang
2024-09-23,2.0,7.0,82.0,27.7,20.4,2,Angin Sedang
2024-09-24,1.0,4.0,90.0,25.9,1.5,1,Angin Tenang
2024-09-25,2.0,7.0,81.0,26.3,1.7,2,Angin Sedang
2024-09-26,2.0,12.0,84.0,25.8,56.9,0,Angin Ringan
2024-09-27,2.0,6.0,81.0,26.6,4.5,2,Angin Sedang
2024-09-28,2.0,6.0,82.0,27.0,8.6,2,Angin Sedang
2024-09-29,4.0,12.0,85.0,26.4,43.0,0,Angin Ringan
2024-09-30,2.0,10.0,77.0,27.3,11.3,2,Angin Sedang
2024-10-01,3.0,11.0,77.0,27.2,0.0,2,Angin Sedang
2024-10-02,2.0,7.0,78.0,28.2,0.0,2,Angin Sedang
2024-10-03,2.0,4.0,85.0,27.0,22.0,2,Angin Sedang
2024-10-04,3.0,13.0,86.0,25.7,0.0,2,Angin Sedang
2024-10-05,3.0,15.0,88.0,25.6,89.8,0,Angin Ringan
2024-10-06,2.0,8.0,81.0,27.2,84.5,0,Angin Ringan
2024-10-07,4.0,14.0,74.0,27.4,0.0,2,Angin Sedang
2024-10-08,2.0,8.0,80.0,26.6,0.0,2,Angin Sedang
2024-10-09,2.0,9.0,82.0,27.2,1.2,2,Angin Sedang
2024-10-10,2.0,8.0,79.0,27.1,3.5,2,Angin Sedang
2024-10-11,3.0,9.0,79.0,27.5,14.2,2,Angin Sedang
2024-10-12,3.0,8.0,77.0,28.3,0.0,2,Angin Sedang
2024-10-13,2.0,9.0,84.0,27.0,0.0,2,Angin Sedang
2024-10-14,3.0,20.0,88.0,26.0,65.7,0,Angin Ringan
2024-10-15,2.0,9.0,89.0,25.8,60.3,0,Angin Ringan
2024-10-16,3.0,10.0,78.0,26.9,105.6,0,Angin Ringan
2024-10-17,3.0,6.0,67.0,26.2,0.0,2,Angin Sedang
2024-10-18,2.0,6.0,71.0,27.1,0.0,2,Angin Sedang
2024-10-19,2.0,6.0,74.0,27.6,0.0,2,Angin Sedang
2024-10-20,2.0,6.0,71.0,27.8,0.0,2,Angin Sedang
2024-10-21,3.0,10.0,69.0,27.6,0.0,2,Angin Sedang
2024-10-22,3.0,10.0,73.0,27.1,0.0,2,Angin Sedang
2024-10-23,1.0,5.0,75.0,28.7,0.0,2,Angin Sedang
2024-10-24,2.0,11.0,75.0,28.8,0.0,2,Angin Sedang
2024-10-25,2.0,8.0,79.0,28.2,8.3,2,Angin Sedang
2024-10-26,3.0,7.0,72.0,28.1,0.0,2,Angin Sedang
2024-10-27,2.0,11.0,75.0,28.2,0.0,2,Angin Sedang
2024-10-28,2.0,12.0,80.0,27.5,3.5,2,Angin Sedang
2024-10-29,2.0,10.0,83.0,27.2,13.3,2,Angin Sedang
2024-10-30,2.0,14.0,82.0,27.2,11.5,2,Angin Sedang
2024-10-31,3.0,17.0,85.0,26.2,10.2,2,Angin Sedang
2024-11-01,2.0,7.0,80.0,27.1,17.0,2,Angin Sedang
2024-11-02,2.0,14.0,82.0,27.0,0.0,2,Angin Sedang
2024-11-03,2.0,7.0,83.0,26.2,34.4,0,Angin Ringan
2024-11-04,2.0,6.0,82.0,26.4,29.2,0,Angin Ringan
2024-11-05,3.0,8.0,86.0,26.4,7.6,2,Angin Sedang
2024-11-06,2.0,8.0,80.0,26.7,60.5,0,Angin Ringan
2024-11-07,2.0,8.0,84.0,26.1,0.0,2,Angin Sedang
2024-11-08,3.0,12.0,80.0,27.8,70.6,0,Angin Ringan
2024-11-09,3.0,21.0,84.0,26.9,54.23333333333333,0,Angin Ringan
2024-11-10,1.0,5.0,84.0,26.4,37.86666666666667,0,Angin Ringan
2024-11-11,3.0,9.0,90.0,25.4,21.5,2,Angin Sedang
2024-11-12,3.0,9.0,86.0,26.4,86.7,0,Angin Ringan
2024-11-13,3.0,13.0,77.0,27.8,0.1,2,Angin Sedang
2024-11-14,2.0,7.0,84.0,27.5,0.0,2,Angin Sedang
2024-11-15,2.0,8.0,84.0,27.5,59.6,0,Angin Ringan
2024-11-16,2.0,16.0,93.0,26.0,10.4,2,Angin Sedang
2024-11-17,2.0,10.0,87.0,26.4,14.7,2,Angin Sedang
2024-11-18,2.0,6.0,89.0,26.1,14.7,2,Angin Sedang
2024-11-19,3.0,7.0,83.0,26.7,14.4,2,Angin Sedang
2024-11-20,2.0,15.0,83.0,26.6,59.7,0,Angin Ringan
2024-11-21,2.0,7.0,85.0,27.1,24.1,2,Angin Sedang
2024-11-22,2.0,8.0,88.0,26.7,15.8,2,Angin Sedang
2024-11-23,2.0,9.0,85.0,26.8,6.6,2,Angin Sedang
2024-11-24,2.0,9.0,88.0,26.6,3.7,2,Angin Sedang
2024-11-25,2.0,12.0,84.0,27.2,11.5,2,Angin Sedang
2024-11-26,1.0,8.0,81.0,27.5,0.7,2,Angin Sedang
2024-11-27,2.0,6.0,93.0,25.3,44.3,0,Angin Ringan
2024-11-28,2.0,7.0,86.0,26.2,72.1,0,Angin Ringan
2024-11-29,2.0,9.0,81.0,26.9,0.5,2,Angin Sedang
2024-11-30,2.0,6.0,79.0,27.6,0.0,2,Angin Sedang
2024-12-01,3.0,7.0,77.0,28.1,1.2,2,Angin Sedang
2024-12-02,3.0,9.0,86.0,26.4,0.8,2,Angin Sedang
2024-12-03,2.0,10.0,85.0,26.0,15.8,2,Angin Sedang
2024-12-04,1.0,7.0,91.0,25.0,1.5,1,Angin Tenang
2024-12-05,4.0,13.0,90.0,25.1,3.9,2,Angin Sedang
2024-12-06,1.0,7.0,91.0,25.5,11.7,2,Angin Sedang
2024-12-07,1.0,7.0,88.0,26.9,0.1,2,Angin Sedang
2024-12-08,2.0,7.0,86.0,27.0,8.7,2,Angin Sedang
2024-12-09,1.0,3.0,96.0,24.8,2.2,1,Angin Tenang
2024-12-10,2.0,11.0,88.0,25.5,26.1,2,Angin Sedang
2024-12-11,5.0,11.0,77.0,27.1,27.7,2,Angin Sedang
2024-12-12,7.0,15.0,72.0,27.4,10.7,2,Angin Sedang
2024-12-13,6.0,11.0,73.0,28.0,9.4,2,Angin Sedang
2024-12-14,4.0,13.0,87.0,25.7,8.1,2,Angin Sedang
2024-12-15,4.0,11.0,84.0,25.8,4.3,2,Angin Sedang
2024-12-16,2.0,7.0,94.0,24.8,0.5,2,Angin Sedang
2024-12-17,3.0,9.0,84.0,26.8,20.0,2,Angin Sedang
2024-12-18,3.0,12.0,90.0,25.5,0.0,2,Angin Sedang
2024-12-19,4.0,10.0,91.0,24.9,5.3,2,Angin Sedang
2024-12-20,3.0,8.0,91.0,25.2,18.1,2,Angin Sedang
2024-12-21,2.0,11.0,88.0,26.4,14.8,2,Angin Sedang
2024-12-22,1.0,7.0,93.0,25.6,10.9,2,Angin Sedang
2024-12-23,1.0,9.0,89.0,25.7,13.5,2,Angin Sedang
2024-12-24,2.0,5.0,88.0,25.5,9.9,2,Angin Sedang
2024-12-25,2.0,9.0,90.0,25.8,1.1,2,Angin Sedang
2024-12-26,2.0,11.0,81.0,26.6,14.0,2,Angin Sedang
2024-12-27,2.0,8.0,84.0,26.4,0.0,2,Angin Sedang
2024-12-28,2.0,9.0,77.0,27.4,0.0,2,Angin Sedang
2024-12-29,3.0,6.0,76.0,27.5,0.0,2,Angin Sedang
2024-12-30,4.0,19.0,81.0,25.8,0.6,2,Angin Sedang
2024-12-31,4.0,13.0,77.0,27.1,0.5,2,Angin Sedang
2025-01-01,3.0,11.0,83.0,26.3,0.0,2,Angin Sedang
2025-01-02,3.0,10.0,77.0,27.1,5.2,2,Angin Sedang
2025-01-03,3.0,9.0,80.0,27.0,0.0,2,Angin Sedang
2025-01-04,2.0,11.0,83.0,26.7,0.0,2,Angin Sedang
2025-01-05,3.0,11.0,78.0,27.2,1.6,2,Angin Sedang
2025-01-06,3.0,8.0,80.0,26.6,13.4,2,Angin Sedang
2025-01-07,3.0,10.0,85.0,26.4,25.2,2,Angin Sedang
2025-01-08,2.0,8.0,85.0,27.0,26.1,2,Angin Sedang
2025-01-09,1.0,6.0,91.0,25.5,27.0,0,Angin Ringan
2025-01-10,3.0,8.0,86.0,26.7,2.0,2,Angin Sedang
2025-01-11,3.0,12.0,87.0,26.2,1.0,2,Angin Sedang
2025-01-12,3.0,12.0,80.0,26.6,7.0,2,Angin Sedang
2025-01-13,2.0,6.0,84.0,26.3,10.133333333333333,2,Angin Sedang
2025-01-14,2.0,11.0,93.0,25.0,13.266666666666666,2,Angin Sedang
2025-01-15,2.0,10.0,84.0,26.7,16.4,2,Angin Sedang
2025-01-16,2.0,9.0,89.0,25.8,0.0,2,Angin Sedang
2025-01-17,2.0,8.0,89.0,26.3,2.6,2,Angin Sedang
2025-01-18,2.0,8.0,85.0,25.9,14.6,2,Angin Sedang
2025-01-19,3.0,11.0,87.0,25.6,3.4,2,Angin Sedang
2025-01-20,2.0,9.0,89.0,25.4,57.8,0,Angin Ringan
2025-01-21,2.0,23.0,93.0,25.5,5.2,2,Angin Sedang
2025-01-22,3.0,11.0,87.0,25.6,21.4,2,Angin Sedang
2025-01-23,3.0,9.0,87.0,25.4,0.4,2,Angin Sedang
2025-01-24,2.0,8.0,96.0,24.4,4.1,2,Angin Sedang
2025-01-25,2.0,12.0,87.0,25.7,28.6,2,Angin Sedang
2025-01-26,3.0,12.0,84.0,26.1,2.0,2,Angin Sedang
2025-01-27,1.0,5.0,85.0,26.1,0.0,1,Angin Tenang
2025-01-28,2.0,4.0,96.0,23.7,3.0,1,Angin Tenang
2025-01-29,2.0,7.0,88.0,25.3,21.6,2,Angin Sedang
2025-01-30,2.0,9.0,86.0,25.4,28.3,0,Angin Ringan
2025-01-31,2.0,8.0,87.0,26.4,6.7,2,Angin Sedang
2025-02-01,2.0,11.0,90.0,26.3,9.3,2,Angin Sedang
2025-02-02,2.0,10.0,87.0,26.7,1.6,2,Angin Sedang
2025-02-03,2.0,7.0,88.0,26.8,0.0,2,Angin Sedang
2025-02-04,5.0,10.0,88.0,25.7,0.0,2,Angin Sedang
2025-02-05,6.0,19.0,77.0,26.9,3.4,2,Angin Sedang
2025-02-06,3.0,8.0,89.0,26.1,12.1,2,Angin Sedang
2025-02-07,1.0,6.0,88.0,26.5,1.1,2,Angin Sedang
2025-02-08,1.0,4.0,89.0,25.1,3.2,1,Angin Tenang
2025-02-09,2.0,7.0,88.0,26.2,2.8,2,Angin Sedang
2025-02-10,2.0,11.0,88.0,26.8,2.4,2,Angin Sedang
2025-02-11,3.0,9.0,84.0,27.2,0.0,2,Angin Sedang
2025-02-12,2.0,10.0,78.0,26.9,0.0,2,Angin Sedang
2025-02-13,3.0,10.0,80.0,27.4,0.0,2,Angin Sedang
2025-02-14,2.0,7.0,83.0,26.8,0.0,2,Angin Sedang
2025-02-15,2.0,13.0,87.0,26.2,0.4,2,Angin Sedang
2025-02-16,2.0,12.0,85.0,26.2,0.2,2,Angin Sedang
2025-02-17,1.0,6.0,90.0,25.0,0.7,1,Angin Tenang
2025-02-18,2.0,13.0,86.0,25.9,1.2,2,Angin Sedang
2025-02-19,2.0,10.0,88.0,26.1,3.0,2,Angin Sedang
2025-02-20,3.0,10.0,86.0,25.3,5.8,2,Angin Sedang
2025-02-21,2.0,10.0,84.0,26.5,6.0,2,Angin Sedang
2025-02-22,2.0,6.0,88.0,25.9,0.0,2,Angin Sedang
2025-02-23,2.0,5.0,90.0,25.3,1.0,2,Angin Sedang
2025-02-24,3.0,14.0,89.0,25.4,1.7,2,Angin Sedang
2025-02-25,2.0,12.0,88.0,25.9,45.1,0,Angin Ringan
2025-02-26,1.0,4.0,92.0,25.4,5.5,1,Angin Tenang
2025-02-27,2.0,12.0,89.0,25.5,4.7,2,Angin Sedang
2025-02-28,2.0,8.0,89.0,25.8,41.0,0,Angin Ringan
2025-03-01,2.0,5.0,85.0,26.3,19.6,2,Angin Sedang
2025-03-02,3.0,8.0,89.0,26.3,0.0,2,Angin Sedang
2025-03-03,3.0,10.0,89.0,26.3,74.2,0,Angin Ringan
2025-03-04,2.0,5.0,90.0,25.6,53.8,0,Angin Ringan
2025-03-05,2.0,9.0,81.0,26.9,0.2,2,Angin Sedang
2025-03-06,3.0,9.0,86.0,26.1,0.0,2,Angin Sedang
2025-03-07,3.0,7.0,85.0,26.5,41.8,0,Angin Ringan
2025-03-08,2.0,14.0,87.0,26.2,0.0,2,Angin Sedang
2025-03-09,2.0,14.0,89.0,25.9,11.7,2,Angin Sedang
2025-03-10,1.0,4.0,91.0,24.6,7.4,1,Angin Tenang
2025-03-11,2.0,12.0,84.0,26.6,0.2,2,Angin Sedang
2025-03-12,2.0,8.0,85.0,27.1,26.0,2,Angin Sedang
2025-03-13,2.0,11.0,88.0,26.9,0.0,2,Angin Sedang
2025-03-14,2.0,7.0,89.0,25.7,46.4,0,Angin Ringan
2025-03-15,2.0,14.0,91.0,25.2,7.2,2,Angin Sedang
2025-03-16,1.0,7.0,83.0,26.5,6.5,2,Angin Sedang
2025-03-17,2.0,10.0,94.0,25.0,68.45,0,Angin Ringan
2025-03-18,2.0,9.0,89.0,26.2,130.4,0,Angin Ringan
2025-03-19,2.0,8.0,81.0,26.3,5.2,2,Angin Sedang
2025-03-20,3.0,10.0,81.0,27.1,0.0,2,Angin Sedang
2025-03-21,2.0,11.0,80.0,27.4,0.0,2,Angin Sedang
2025-03-22,1.0,6.0,87.0,26.9,0.0,2,Angin Sedang
2025-03-23,3.0,11.0,82.0,26.9,0.5,2,Angin Sedang
2025-03-24,2.0,6.0,84.0,26.1,2.3,2,Angin Sedang
2025-03-25,1.0,6.0,86.0,25.6,4.1,1,Angin Tenang
2025-03-26,2.0,6.0,92.0,25.5,2.85,2,Angin Sedang
2025-03-27,2.0,11.0,90.0,25.4,1.6,2,Angin Sedang
2025-03-28,4.0,7.0,88.0,26.2,3.4,2,Angin Sedang
2025-03-29,2.0,6.0,85.0,26.2,6.4,2,Angin Sedang
2025-03-30,0.0,3.0,84.0,27.2,0.2,1,Angin Tenang
2025-03-31,2.0,11.0,85.0,26.8,0.0,2,Angin Sedang
2025-04-01,1.0,8.0,94.0,24.5,6.4,2,Angin Sedang
